diffresult,id,number,street,unit,lon,lat,city,postcode,region,accuracy
-,GAQLD425797137,LOT 21,OLD MAN LAGOON ROAD,,150.67655094,-26.69616438,RED HILL,4413,QLD,2
+,GAQLD425797137,LOT 21,OLD MAN LAGOON ROAD,,150.67655094,-26.69616438,RED HILL,4877,QLD,2
-,GAQLD425797135,194,OLD MAN LAGOON ROAD,,150.70832492,-26.67973491,RED HILL,4413,QLD,2
+,GAQLD425797135,194,OLD MAN LAGOON ROAD,,150.70832492,-26.67973491,RED HILL,4877,QLD,2
-,GAQLD425799028,545,SURCINGLE ROAD,,150.64612103,-26.60461218,RED HILL,4413,QLD,2
+,GAQLD425799028,545,SURCINGLE ROAD,,150.64612103,-26.60461218,RED HILL,4877,QLD,2
-,GAQLD425251219,529,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251219,529,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425052127,5,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425052127,5,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,,QLD,4
-,GAQLD721433210,LOT 30,GREENMOUNT - HIRSTVALE ROAD,,152.01624952,-27.82528127,ASCOT,4359,QLD,2
+,GAQLD721433210,LOT 30,GREENMOUNT - HIRSTVALE ROAD,,152.01624952,-27.82528127,ASCOT,4875,QLD,2
-,GASA_721783916,LOT 200,POINT LOWLY ROAD,,137.72926786,-32.86609732,CULTANA,5700,SA,2
+,GASA_721783916,LOT 200,POINT LOWLY ROAD,,137.72926786,-32.86609732,CULTANA,5601,SA,2
-,GAQLD720205870,50,NAIGAR ROAD,,143.54801559,-9.50774155,UGAR ISLAND,4875,QLD,4
+,GAQLD720205870,50,NAIGAR ROAD,,143.54801559,-9.50774155,UGAR ISLAND,,QLD,4
-,GAQLD425794946,247,GREENMOUNT - HIRSTVALE ROAD,,151.97672594,-27.80969024,ASCOT,4359,QLD,2
+,GAQLD425794946,247,GREENMOUNT - HIRSTVALE ROAD,,151.97672594,-27.80969024,ASCOT,4875,QLD,2
-,GAQLD425804906,480,MOUNT SIBLEY ROAD,,151.95759394,-27.82875415,ASCOT,4359,QLD,4
+,GAQLD425804906,480,MOUNT SIBLEY ROAD,,151.95759394,-27.82875415,ASCOT,4875,QLD,4
-,GAQLD720377931,703,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720377931,703,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD720672529,65,OLD MAN LAGOON ROAD,,150.68558410,-26.68806159,RED HILL,4413,QLD,2
+,GAQLD720672529,65,OLD MAN LAGOON ROAD,,150.68558410,-26.68806159,RED HILL,4877,QLD,2
-,GAQLD721580893,106,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD721580893,106,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD719559052,185,DAHLERS ROAD,,150.64955416,-26.70741454,RED HILL,4413,QLD,4
+,GAQLD719559052,185,DAHLERS ROAD,,150.64955416,-26.70741454,RED HILL,4877,QLD,4
-,GAQLD425796864,1103,MOUNT SIBLEY ROAD,,152.02126054,-27.83372645,ASCOT,4359,QLD,2
+,GAQLD425796864,1103,MOUNT SIBLEY ROAD,,152.02126054,-27.83372645,ASCOT,4875,QLD,2
-,GAQLD425050407,143A,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050407,143A,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAWA_162695303,3B,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695303,3B,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_148023756,4,ROBE COURT,UNIT 4,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148023756,4,ROBE COURT,UNIT 4,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAWA_162415144,2,ROBE COURT,,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_162415144,2,ROBE COURT,,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAQLD720769147,157,KOKI ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720769147,157,KOKI ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAWA_148025391,33,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148025391,33,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAQLD425794960,679,GREENMOUNT - HIRSTVALE ROAD,,152.01916706,-27.81970754,ASCOT,4359,QLD,2
+,GAQLD425794960,679,GREENMOUNT - HIRSTVALE ROAD,,152.01916706,-27.81970754,ASCOT,4875,QLD,2
-,GAQLD425794943,147,GREENMOUNT - HIRSTVALE ROAD,,151.96291885,-27.80688655,ASCOT,4359,QLD,2
+,GAQLD425794943,147,GREENMOUNT - HIRSTVALE ROAD,,151.96291885,-27.80688655,ASCOT,4875,QLD,2
-,GAQLD425796186,337,LITHGOWS ROAD,,150.62093496,-26.66243356,RED HILL,4413,QLD,2
+,GAQLD425796186,337,LITHGOWS ROAD,,150.62093496,-26.66243356,RED HILL,4877,QLD,2
-,GAQLD425791816,LOT 29,AUBURN ROAD,,150.59723519,-26.60540634,RED HILL,4413,QLD,2
+,GAQLD425791816,LOT 29,AUBURN ROAD,,150.59723519,-26.60540634,RED HILL,4877,QLD,2
-,GAQLD425050860,61,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425050860,61,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,,QLD,4
-,GAQLD425050861,65,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425050861,65,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,,QLD,4
-,GAQLD425050862,66,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425050862,66,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,,QLD,4
-,GAQLD425050864,70,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425050864,70,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,,QLD,4
-,GAQLD425050865,71,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425050865,71,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,,QLD,4
-,GAQLD425858786,31,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,4875,QLD,4
+,GAQLD425858786,31,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,,QLD,4
-,GAWA_148010737,2,ROBE COURT,UNIT 4,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148010737,2,ROBE COURT,UNIT 4,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAWA_148026408,11,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148026408,11,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_161040874,6,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_161040874,6,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_161040306,4,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_161040306,4,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAQLD425050413,153,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050413,153,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425381805,20,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,4875,QLD,4
+,GAQLD425381805,20,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,,QLD,4
-,GAQLD425797740,668,RED HILL ROAD,,150.67631419,-26.66829396,RED HILL,4413,QLD,2
+,GAQLD425797740,668,RED HILL ROAD,,150.67631419,-26.66829396,RED HILL,4877,QLD,2
-,GAWA_148009676,19A,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148009676,19A,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAQLD425799025,402,SURCINGLE ROAD,,150.67162641,-26.61771060,RED HILL,4413,QLD,2
+,GAQLD425799025,402,SURCINGLE ROAD,,150.67162641,-26.61771060,RED HILL,4877,QLD,2
-,GAQLD425795309,230,HOLMES ROAD,,150.68071096,-26.70062181,RED HILL,4413,QLD,2
+,GAQLD425795309,230,HOLMES ROAD,,150.68071096,-26.70062181,RED HILL,4877,QLD,2
-,GAQLD425144576,56A,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144576,56A,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425491090,36,ESPLANADE,,142.18732880,-9.95946941,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425491090,36,ESPLANADE,,142.18732880,-9.95946941,MABUIAG ISLAND,,QLD,4
-,GAQLD425837367,308,GREENMOUNT - HIRSTVALE ROAD,,151.98107513,-27.81602275,ASCOT,4359,QLD,2
+,GAQLD425837367,308,GREENMOUNT - HIRSTVALE ROAD,,151.98107513,-27.81602275,ASCOT,4875,QLD,2
-,GAQLD425050346,23,MAIN STREET,,142.19176641,-9.95260303,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425050346,23,MAIN STREET,,142.19176641,-9.95260303,MABUIAG ISLAND,,QLD,4
-,GAQLD425050349,44,MAIN STREET,,142.19176641,-9.95260303,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425050349,44,MAIN STREET,,142.19176641,-9.95260303,MABUIAG ISLAND,,QLD,4
-,GAWA_148023885,12,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148023885,12,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAQLD425795310,300,HOLMES ROAD,,150.68694060,-26.69509073,RED HILL,4413,QLD,2
+,GAQLD425795310,300,HOLMES ROAD,,150.68694060,-26.69509073,RED HILL,4877,QLD,2
-,GAQLD425144571,51,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144571,51,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144585,66A,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144585,66A,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144583,63B,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144583,63B,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144561,29,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144561,29,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144553,22A,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144553,22A,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144554,22B,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144554,22B,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD720877822,19,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD720877822,19,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD720477836,705,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720477836,705,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD721116203,LOT 13,SAM ROAD,,152.03151322,-27.83129998,ASCOT,4359,QLD,2
+,GAQLD721116203,LOT 13,SAM ROAD,,152.03151322,-27.83129998,ASCOT,4875,QLD,2
-,GAQLD425491087,14,ESPLANADE,,142.18732880,-9.95946941,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425491087,14,ESPLANADE,,142.18732880,-9.95946941,MABUIAG ISLAND,,QLD,4
-,GAQLD425416834,7,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425416834,7,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,,QLD,4
-,GAQLD425050423,44,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050423,44,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050424,47,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050424,47,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050425,502,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050425,502,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050427,66,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050427,66,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD719270805,39,TABONE STREET,UNIT 2,150.73561069,-23.13834123,YEPPOON,4703,QLD,2
+,GAQLD719270805,39-A,TABONE STREET,UNIT 2,150.73561069,-23.13834123,YEPPOON,4703,QLD,2
-,GAQLD425050416,231,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050416,231,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050417,30,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050417,30,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050418,34,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050418,34,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050419,37,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050419,37,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050420,39,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050420,39,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050421,41,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050421,41,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050422,42,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050422,42,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050404,138,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050404,138,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050406,142,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050406,142,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050409,144,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050409,144,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425795918,11140,LANGLO ROAD,,145.60028622,-25.58135836,SCRUBBY CREEK,4478,QLD,2
+,GAQLD425795918,11140,LANGLO ROAD,,145.60028622,-25.58135836,SCRUBBY CREEK,4878,QLD,2
-,GAQLD719636484,78,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD719636484,78,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425491089,17,ESPLANADE,,142.18732880,-9.95946941,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425491089,17,ESPLANADE,,142.18732880,-9.95946941,MABUIAG ISLAND,,QLD,4
-,GAWA_148027602,7,ROBE COURT,UNIT 4,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148027602,7,ROBE COURT,UNIT 4,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAQLD425381807,50,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,4875,QLD,4
+,GAQLD425381807,50,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,,QLD,4
-,GAWA_148029185,25A,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148029185,25A,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAQLD425144545,11,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144545,11,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD719172928,61,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD719172928,61,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425491091,42A,ESPLANADE,,142.18732880,-9.95946941,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425491091,42A,ESPLANADE,,142.18732880,-9.95946941,MABUIAG ISLAND,,QLD,4
-,GAQLD163123430,LOT 1,FERNTREE ROAD,,148.73781096,-20.28856554,CAPE CONWAY,4800,QLD,4
+,GAQLD163123430,LOT 1,FERNTREE ROAD,,148.73781096,-20.28856554,CAPE CONWAY,,QLD,4
-,GAQLD425144559,27,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144559,27,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144579,60,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144579,60,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144570,50B,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144570,50B,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD719560289,1,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD719560289,1,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD720732298,LOT 99,BURNCLUITH HALL ROAD,,150.67765563,-26.61317313,RED HILL,4413,QLD,2
+,GAQLD720732298,LOT 99,BURNCLUITH HALL ROAD,,150.67765563,-26.61317313,RED HILL,4877,QLD,2
-,GAWA_148009674,10,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148009674,10,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_148009677,21A,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148009677,21A,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_148027596,34B,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148027596,34B,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAQLD721426780,32,LAVENDER VIEW ROAD,,151.97185023,-27.80810227,ASCOT,4359,QLD,2
+,GAQLD721426780,32,LAVENDER VIEW ROAD,,151.97185023,-27.80810227,ASCOT,4875,QLD,2
-,GAQLD425646849,72,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425646849,72,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,,QLD,4
-,GAQLD425796870,756,MOUNT SIBLEY ROAD,,151.97957136,-27.83707114,ASCOT,4359,QLD,2
+,GAQLD425796870,756,MOUNT SIBLEY ROAD,,151.97957136,-27.83707114,ASCOT,4875,QLD,2
-,GAQLD425804725,75,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425804725,75,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425804726,89,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425804726,89,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425416835,8,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425416835,8,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,,QLD,4
-,GAQLD425381811,99,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,4875,QLD,4
+,GAQLD425381811,99,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,,QLD,4
-,GAQLD425381806,22,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,4875,QLD,4
+,GAQLD425381806,22,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,,QLD,4
-,GAQLD425381801,100,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,4875,QLD,4
+,GAQLD425381801,100,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,,QLD,4
-,GAQLD425794967,LOT 14,GREENMOUNT - HIRSTVALE ROAD,,151.99338925,-27.81120729,ASCOT,4359,QLD,2
+,GAQLD425794967,LOT 14,GREENMOUNT - HIRSTVALE ROAD,,151.99338925,-27.81120729,ASCOT,4875,QLD,2
-,GAQLD425381802,15,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,4875,QLD,4
+,GAQLD425381802,15,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,,QLD,4
-,GAWA_148009893,17,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148009893,17,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GASA_425721598,LOT 379,IRON KNOB ROAD,,137.39706722,-32.93771033,CULTANA,5700,SA,2
+,GASA_425721598,LOT 379,IRON KNOB ROAD,,137.39706722,-32.93771033,CULTANA,5601,SA,2
-,GAQLD425794966,931,GREENMOUNT - HIRSTVALE ROAD,,152.04144604,-27.82316264,ASCOT,4359,QLD,2
+,GAQLD425794966,931,GREENMOUNT - HIRSTVALE ROAD,,152.04144604,-27.82316264,ASCOT,4875,QLD,2
-,GAQLD720619583,100,NAIGAR ROAD,,143.54801559,-9.50774155,UGAR ISLAND,4875,QLD,4
+,GAQLD720619583,100,NAIGAR ROAD,,143.54801559,-9.50774155,UGAR ISLAND,,QLD,4
-,GAWA_148005116,4,ROBE COURT,,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148005116,4,ROBE COURT,,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAQLD425837366,182,GREENMOUNT - HIRSTVALE ROAD,,151.96714033,-27.81466687,ASCOT,4359,QLD,2
+,GAQLD425837366,182,GREENMOUNT - HIRSTVALE ROAD,,151.96714033,-27.81466687,ASCOT,4875,QLD,2
-,GAQLD425809844,LOT 2,CREB TRACK,,145.31109696,-16.16338503,NOAH,4873,QLD,4
+,GAQLD425809844,LOT 2,CREB TRACK,,145.31109696,-16.16338503,NOAH,,QLD,4
-,GAQLD425804904,1089,MOUNT SIBLEY ROAD,,152.02139425,-27.83194907,ASCOT,4359,QLD,4
+,GAQLD425804904,1089,MOUNT SIBLEY ROAD,,152.02139425,-27.83194907,ASCOT,4875,QLD,4
-,GAQLD425050414,153B,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050414,153B,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425794959,580,GREENMOUNT - HIRSTVALE ROAD,,152.00456163,-27.82449817,ASCOT,4359,QLD,2
+,GAQLD425794959,580,GREENMOUNT - HIRSTVALE ROAD,,152.00456163,-27.82449817,ASCOT,4875,QLD,2
-,GAQLD425798176,27,SAM ROAD,,152.03839429,-27.83408292,ASCOT,4359,QLD,2
+,GAQLD425798176,27,SAM ROAD,,152.03839429,-27.83408292,ASCOT,4875,QLD,2
-,GAQLD425795924,LOT 6,LANGLO ROAD,,145.88848092,-25.42493983,SCRUBBY CREEK,4478,QLD,2
+,GAQLD425795924,LOT 6,LANGLO ROAD,,145.88848092,-25.42493983,SCRUBBY CREEK,4878,QLD,2
-,GASA_719548831,5,POLICE STATION ROAD,,130.18451193,-26.16123109,MURPUTJA,0872,SA,4
+,GASA_719548831,5,POLICE STATION ROAD,,130.18451193,-26.16123109,MURPUTJA,,SA,4
-,GAQLD719627360,1123,RED HILL ROAD,,150.64196563,-26.65239996,RED HILL,4413,QLD,2
+,GAQLD719627360,1123,RED HILL ROAD,,150.64196563,-26.65239996,RED HILL,4877,QLD,2
-,GAQLD425646214,62,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425646214,62,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,,QLD,4
-,GAQLD425794968,LOT 29,GREENMOUNT - HIRSTVALE ROAD,,152.00956958,-27.82490166,ASCOT,4359,QLD,2
+,GAQLD425794968,LOT 29,GREENMOUNT - HIRSTVALE ROAD,,152.00956958,-27.82490166,ASCOT,4875,QLD,2
-,GAQLD720205893,312,NAROR VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720205893,312,NAROR VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050398,123,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050398,123,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425804905,453,MOUNT SIBLEY ROAD,,151.95746292,-27.82161029,ASCOT,4359,QLD,2
+,GAQLD425804905,453,MOUNT SIBLEY ROAD,,151.95746292,-27.82161029,ASCOT,4875,QLD,2
-,GAQLD425797752,LOT 46,RED HILL ROAD,,150.64349477,-26.63929196,RED HILL,4413,QLD,2
+,GAQLD425797752,LOT 46,RED HILL ROAD,,150.64349477,-26.63929196,RED HILL,4877,QLD,2
-,GAQLD425797748,LOT 133,RED HILL ROAD,,150.63473166,-26.67795623,RED HILL,4413,QLD,2
+,GAQLD425797748,LOT 133,RED HILL ROAD,,150.63473166,-26.67795623,RED HILL,4877,QLD,2
-,GAQLD425799031,LOT 3,SURCINGLE ROAD,,150.65796453,-26.63861701,RED HILL,4413,QLD,2
